12.51,2.16
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
14.77,0.14
